"","Age","Gender","Education.Level","Job.Title","Years.of.Experience","Salary","Country","Race","Senior"
"405",27,"Male",3,"Data Scientist",2,115000,"UK","Asian",0
"406",29,"Female",1,"Software Engineer",4,140000,"Australia","White",0
"407",34,"Male",1,"Product Manager",9,185000,"Canada","White",0
"408",25,"Female",2,"Data Analyst",1,1e+05,"China","White",0
"409",33,"Male",3,"Data Scientist",8,NA,"UK","White",0
"410",31,"Female",1,"Software Engineer",NA,155000,"Australia","Australian",0
"411",28,"Male",2,"Product Manager",3,130000,"Canada","Asian",0
"412",30,"Female",1,"Data Analyst",NA,145000,"Canada","White",0
"413",28,"Male",1,"Software Engineer",3,125000,"Australia","Asian",0
"414",26,"Female",2,"Product Manager",2,120000,"USA","White",0
"415",27,"Male",1,"Data Analyst",NA,110000,"Australia","White",0
"416",30,"Female",3,"Data Scientist",NA,180000,"Canada","Black",0
"417",29,"Male",1,"Software Engineer",NA,140000,"Australia","Asian",0
"418",32,"Male",1,"Product Manager",NA,170000,"USA","African American",0
"419",25,"Female",2,"NaN",1,1e+05,"Canada","Black",0
"420",33,"Male",3,"Data Scientist",8,190000,"Australia","Australian",0
"421",31,"Female",1,"Software Engineer",6,155000,"China","Chinese",0
"422",28,"Male",2,"Product Manager",3,130000,"UK","Mixed",0
"423",30,"Female",1,"Data Analyst",5,NA,"China","White",0
"424",27,"Male",3,"Data Scientist",2,115000,"Australia","Australian",0
"425",29,"Female",1,"Software Engineer",4,140000,"China","Korean",0
"426",34,"Male",1,"NaN",9,185000,"China","Korean",0
"427",25,"Female",2,"Data Analyst",NA,1e+05,"China","Chinese",0
"428",33,"Male",3,"Data Scientist",8,190000,"USA","Asian",0
"429",31,"Female",1,"Software Engineer",6,155000,"Australia","Asian",0
"430",28,"Male",2,"Product Manager",3,130000,"Australia","Australian",0
"431",30,"Female",1,"Data Analyst",5,145000,"Australia","Australian",0
"432",28,"Male",1,"NaN",3,125000,"Canada","Black",0
"433",26,"Female",2,"Product Manager",NA,120000,"UK","Asian",0
"434",27,"Male",1,"Data Analyst",NA,NA,"China","White",0
"435",30,"Female",3,"Data Scientist",5,180000,"USA","African American",0
"436",29,"Male",1,"Software Engineer",4,140000,"Canada","Asian",0
"437",32,"Male",1,"Product Manager",NA,170000,"China","Korean",0
"438",25,"Female",2,"Data Analyst",1,1e+05,"Australia","Asian",0
"439",33,"Male",3,"NaN",8,190000,"USA","Asian",0
"440",31,"Female",1,"Software Engineer",6,NA,"China","Chinese",0
"441",28,"Male",2,"NaN",3,130000,"USA","Hispanic",0
"442",30,"Female",1,"Data Analyst",5,145000,"USA","White",0
"443",27,"Male",3,"Data Scientist",2,115000,"China","Korean",0
"444",29,"Female",1,"Software Engineer",4,140000,"USA","African American",0
"445",34,"Male",1,"Product Manager",9,185000,"China","Chinese",0
"446",25,"Female",2,"Data Analyst",1,1e+05,"UK","Mixed",0
"447",33,"Male",3,"Data Scientist",8,190000,"UK","Welsh",0
"448",31,"Female",1,"Software Engineer",6,NA,"Australia","Asian",0
"449",28,"Male",2,"Product Manager",3,130000,"USA","Asian",0
"450",30,"Female",1,"Data Analyst",5,145000,"Australia","White",0
"451",27,"Male",3,"Data Scientist",2,115000,"China","Korean",0
"452",29,"Female",1,"Software Engineer",NA,140000,"USA","Hispanic",0
"453",34,"Male",1,"Product Manager",9,185000,"UK","Mixed",0
"454",25,"Female",2,"Data Analyst",1,1e+05,"Australia","Australian",0
"455",33,"Male",3,"Data Scientist",8,190000,"China","Chinese",0
"456",31,"Female",1,"Software Engineer",NA,155000,"USA","Hispanic",0
"457",28,"Male",2,"Product Manager",3,130000,"Canada","Asian",0
"458",30,"Female",1,"Data Analyst",5,145000,"Australia","Asian",0
"459",28,"Male",1,"Software Engineer",3,125000,"Australia","Asian",0
"460",26,"Female",2,"Product Manager",2,120000,"Australia","Australian",0
"461",27,"Male",1,"Data Analyst",2,110000,"Australia","Asian",0
"462",30,"Female",3,"Data Scientist",5,180000,"USA","Asian",0
"463",29,"Male",1,"Software Engineer",4,140000,"USA","Hispanic",0
"464",32,"Male",1,"Product Manager",7,170000,"Canada","White",0
"465",25,"Female",2,"Data Analyst",NA,1e+05,"UK","Welsh",0
"466",33,"Male",3,"Data Scientist",8,NA,"China","Korean",0
"467",31,"Female",1,"Software Engineer",6,155000,"USA","Asian",0
"468",28,"Male",2,"Product Manager",3,NA,"UK","Mixed",0
"469",30,"Female",1,"Data Analyst",5,145000,"Australia","White",0
"470",27,"Male",3,"Data Scientist",2,115000,"Australia","Asian",0
"471",29,"Female",1,"Software Engineer",4,140000,"China","Korean",0
"472",34,"Male",1,"Product Manager",9,NA,"China","Korean",0
"473",25,"Female",2,"Data Analyst",1,1e+05,"Canada","Asian",0
"474",33,"Male",3,"Data Scientist",8,190000,"UK","Mixed",0
"475",31,"Female",1,"Software Engineer",6,155000,"UK","Welsh",0
"476",28,"Male",2,"NaN",3,NA,"UK","Asian",0
"477",30,"Female",1,"Data Analyst",5,145000,"China","Chinese",0
"478",27,"Male",3,"Data Scientist",2,115000,"UK","Welsh",0
"479",29,"Female",1,"Software Engineer",NA,140000,"China","Chinese",0
"480",34,"Male",1,"Product Manager",9,185000,"China","White",0
"481",25,"Female",2,"Data Analyst",1,1e+05,"UK","White",0
"482",33,"Male",3,"Data Scientist",8,190000,"UK","Mixed",0
"483",31,"Female",1,"Software Engineer",6,155000,"China","Chinese",0
"484",28,"Male",2,"Product Manager",3,130000,"Canada","White",0
"485",30,"Female",1,"Data Analyst",5,145000,"USA","White",0
"486",27,"Male",3,"Data Scientist",NA,115000,"UK","Mixed",0
"487",29,"Female",1,"Software Engineer",4,140000,"USA","White",0
"488",34,"Male",1,"Product Manager",9,185000,"Australia","Asian",0
"489",25,"Female",2,"Data Analyst",1,1e+05,"Australia","Asian",0
"490",33,"Male",3,"Data Scientist",8,190000,"Canada","Asian",0
"491",31,"Female",1,"Software Engineer",6,155000,"Australia","Australian",0
"492",28,"Male",2,"Product Manager",3,130000,"Canada","Asian",0
"493",30,"Female",1,"Data Analyst",5,145000,"China","Chinese",0
"494",27,"Male",3,"Data Scientist",2,115000,"Australia","White",0
"495",29,"Female",1,"Software Engineer",NA,140000,"China","Chinese",0
"496",34,"Male",1,"Product Manager",9,185000,"Canada","White",0
"497",25,"Female",2,"Data Analyst",1,1e+05,"China","Korean",0
"498",33,"Male",3,"NaN",8,NA,"UK","Mixed",0
"499",31,"Female",1,"Software Engineer",6,155000,"USA","White",0
"500",28,"Male",2,"Product Manager",3,130000,"Australia","White",0
"501",30,"Female",1,"Data Analyst",5,145000,"USA","Hispanic",0
"502",27,"Male",3,"Data Scientist",2,115000,"UK","Welsh",0
"503",29,"Female",1,"Software Engineer",NA,140000,"Canada","Asian",0
"504",34,"Male",1,"Product Manager",NA,185000,"Australia","Australian",0
"505",26,"Male",1,"Data Analyst",3,130000,"Australia","Australian",0
"506",29,"Female",2,"Data Scientist",6,180000,"UK","Asian",0
"507",32,"Male",1,"Software Engineer",NA,190000,"Australia","White",0
"508",27,"Female",1,"Product Manager",4,150000,"UK","Welsh",0
"509",24,"Male",1,"Data Analyst",1,90000,"China","Chinese",0
"510",31,"Female",2,"Data Scientist",9,195000,"UK","Asian",0
"511",28,"Male",1,"Software Engineer",5,160000,"China","White",0
"512",33,"Female",2,"Product Manager",11,198000,"USA","African American",0
"513",25,"Male",1,"Data Analyst",NA,110000,"USA","Hispanic",0
"514",30,"Female",3,"Data Scientist",7,185000,"China","Korean",0
"515",27,"Male",1,"Software Engineer",4,140000,"UK","Mixed",0
"516",34,"Female",2,"Product Manager",12,196000,"China","Chinese",0
"517",23,"Male",1,"Data Analyst",1,95000,"China","Korean",0
"518",32,"Female",3,"Data Scientist",NA,193000,"Australia","White",0
"519",29,"Male",1,"Software Engineer",6,175000,"Australia","White",0
"520",30,"Female",1,"Product Manager",5,160000,"Australia","White",0
"521",26,"Male",1,"Data Analyst",3,130000,"Canada","Black",0
"522",31,"Female",2,"Data Scientist",NA,180000,"China","Korean",0
"523",28,"Male",1,"Software Engineer",5,NA,"USA","African American",0
"524",33,"Female",2,"Product Manager",11,198000,"UK","Mixed",0
"525",24,"Male",1,"Data Analyst",1,90000,"China","White",0
"526",30,"Female",3,"Data Scientist",7,185000,"Canada","White",0
"527",27,"Male",1,"Software Engineer",4,140000,"Canada","Black",0
"528",34,"Female",2,"Product Manager",12,196000,"Canada","White",0
"529",25,"Male",1,"Data Analyst",2,110000,"China","Chinese",0
"530",29,"Female",2,"Data Scientist",6,180000,"USA","White",0
"531",32,"Male",1,"Software Engineer",8,190000,"Australia","White",0
"532",27,"Female",1,"NaN",4,150000,"China","White",0
"533",31,"Male",1,"Data Analyst",9,195000,"China","Korean",0
"534",28,"Female",1,"Software Engineer",NA,160000,"Australia","Asian",0
"535",33,"Male",2,"Product Manager",11,198000,"UK","White",0
"536",26,"Female",1,"Data Analyst",3,130000,"Australia","White",0
"537",30,"Male",3,"Data Scientist",7,185000,"USA","African American",0
"538",27,"Female",1,"Software Engineer",NA,140000,"UK","Welsh",0
"539",34,"Male",2,"Product Manager",12,196000,"China","Korean",0
"540",25,"Female",1,"Data Analyst",2,110000,"China","Korean",0
"541",32,"Male",1,"Software Engineer",8,190000,"UK","Asian",0
"542",29,"Female",2,"Data Scientist",6,180000,"USA","White",0
"543",30,"Male",1,"Data Analyst",5,160000,"USA","African American",0
"544",33,"Female",2,"Product Manager",11,198000,"USA","White",0
"545",24,"Male",1,"Data Analyst",1,90000,"USA","African American",0
"546",31,"Female",3,"Data Scientist",9,195000,"Australia","White",0
"547",28,"Male",1,"Software Engineer",5,160000,"Australia","Asian",0
"548",27,"Female",1,"NaN",NA,150000,"UK","White",0
"549",26,"Male",1,"NaN",3,130000,"Canada","White",0
"550",29,"Female",2,"Data Scientist",6,180000,"Canada","White",0
"551",32,"Male",1,"Software Engineer",8,190000,"China","White",0
"552",33,"Female",2,"Product Manager",11,198000,"UK","White",0
"553",25,"Male",1,"Data Analyst",2,NA,"Australia","White",0
"554",30,"Female",3,"Data Scientist",7,185000,"USA","Asian",0
"555",27,"Male",1,"Software Engineer",4,140000,"China","Chinese",0
"556",34,"Female",2,"Product Manager",12,196000,"UK","Mixed",0
"557",31,"Male",1,"Data Analyst",9,195000,"Canada","Asian",0
"558",28,"Female",1,"Software Engineer",5,160000,"China","White",0
"559",26,"Male",1,"Data Analyst",3,NA,"Australia","Australian",0
"560",29,"Female",2,"Data Scientist",6,180000,"China","White",0
"561",32,"Male",1,"Software Engineer",NA,190000,"Australia","Australian",0
"562",33,"Female",2,"Product Manager",11,198000,"Australia","Australian",0
"563",24,"Male",1,"Data Analyst",1,90000,"China","White",0
"564",27,"Male",1,"Software Engineer",4,NA,"Australia","Asian",0
"565",25,"Female",1,"Data Analyst",NA,110000,"Australia","White",0
"566",30,"Female",3,"Data Scientist",7,185000,"USA","Asian",0
"567",31,"Male",1,"Data Analyst",9,195000,"UK","Asian",0
"568",28,"Female",1,"Software Engineer",NA,160000,"Canada","Asian",0
"569",26,"Male",1,"Data Analyst",3,130000,"Canada","White",0
"570",29,"Female",2,"Data Scientist",6,180000,"USA","Hispanic",0
"571",32,"Male",1,"Software Engineer",8,190000,"Australia","Australian",0
"572",33,"Female",2,"Product Manager",11,198000,"Canada","Asian",0
"573",24,"Male",1,"Data Analyst",1,NA,"UK","Welsh",0
"574",27,"Male",1,"Software Engineer",4,140000,"USA","Hispanic",0
"575",25,"Female",1,"Data Analyst",2,NA,"USA","African American",0
"576",30,"Female",3,"Data Scientist",7,185000,"Australia","Asian",0
"577",31,"Male",1,"Data Analyst",9,195000,"China","Chinese",0
"578",28,"Female",1,"Software Engineer",5,160000,"Canada","Asian",0
"579",26,"Male",1,"Data Analyst",3,130000,"UK","Asian",0
"580",29,"Female",2,"Data Scientist",6,180000,"Canada","Asian",0
"581",32,"Male",1,"Software Engineer",8,190000,"China","White",0
"582",33,"Female",2,"Product Manager",11,198000,"Canada","White",0
"583",24,"Male",1,"Data Analyst",1,90000,"China","Korean",0
"584",27,"Male",1,"Software Engineer",4,NA,"China","Korean",0
"585",25,"Female",1,"Data Analyst",2,110000,"USA","Hispanic",0
"586",30,"Female",3,"Data Scientist",7,NA,"USA","Hispanic",0
"587",31,"Male",1,"Data Analyst",9,195000,"UK","Asian",0
"588",28,"Female",1,"Software Engineer",5,160000,"Australia","Asian",0
"589",26,"Male",1,"Data Analyst",3,130000,"Australia","Australian",0
"590",29,"Female",2,"Data Scientist",6,180000,"Australia","Asian",0
"591",32,"Male",1,"Software Engineer",8,190000,"Australia","Asian",0
"592",33,"Female",2,"Product Manager",11,NA,"China","White",0
"593",24,"Male",1,"Data Analyst",NA,90000,"Canada","White",0
"594",27,"Male",1,"Software Engineer",4,NA,"USA","White",0
"595",25,"Male",1,"Data Analyst",2,125000,"UK","White",0
"596",28,"Female",2,"Data Scientist",6,175000,"Canada","Asian",0
"597",30,"Male",1,"Software Engineer",8,190000,"UK","White",0
"598",27,"Female",1,"Product Manager",NA,150000,"UK","Welsh",0
"599",24,"Male",1,"Data Analyst",1,NA,"UK","Mixed",0
"600",31,"Male",2,"Data Scientist",9,195000,"Canada","White",0
"601",28,"Male",1,"Software Engineer",5,160000,"USA","African American",0
"602",33,"Female",2,"Product Manager",NA,198000,"Australia","White",0
"603",26,"Male",1,"Data Analyst",3,130000,"Canada","Asian",0
"604",30,"Female",3,"Data Scientist",NA,185000,"China","Chinese",0
"605",27,"Male",1,"Software Engineer",4,140000,"Australia","White",0
"606",34,"Female",2,"Product Manager",12,196000,"UK","Asian",0
"607",23,"Male",1,"Data Analyst",1,90000,"Canada","Asian",0
"608",32,"Female",3,"Data Scientist",10,193000,"Canada","Black",0
"609",29,"Male",1,"Software Engineer",6,170000,"USA","Hispanic",0
"610",30,"Female",1,"Product Manager",5,160000,"China","White",0
"611",26,"Male",1,"Data Analyst",3,135000,"Canada","Asian",0
"612",31,"Female",2,"Data Scientist",6,180000,"Canada","White",0
"613",28,"Male",1,"Software Engineer",5,160000,"UK","Mixed",0
"614",33,"Female",2,"Product Manager",NA,198000,"Canada","Black",0
"615",24,"Male",1,"Data Analyst",1,90000,"Australia","White",0
"616",30,"Female",3,"Data Scientist",7,185000,"China","Korean",0
"617",27,"Male",1,"Software Engineer",4,140000,"Australia","Australian",0
"618",34,"Female",2,"Product Manager",12,NA,"USA","Asian",0
"619",25,"Male",1,"Data Analyst",2,115000,"China","Korean",0
"620",29,"Female",2,"Data Scientist",6,180000,"Canada","Asian",0
"621",32,"Male",1,"Software Engineer",8,NA,"China","Korean",0
"622",27,"Female",1,"Product Manager",4,150000,"USA","African American",0
"623",31,"Male",1,"Data Analyst",NA,195000,"UK","Asian",0
"624",28,"Female",1,"Software Engineer",5,160000,"UK","Asian",0
"625",33,"Male",2,"Product Manager",11,198000,"UK","Mixed",0
"626",26,"Female",1,"Data Analyst",3,130000,"Canada","Asian",0
"627",30,"Male",3,"Data Scientist",7,185000,"UK","Welsh",0
"628",27,"Female",1,"Software Engineer",4,140000,"Canada","White",0
"629",34,"Male",2,"Product Manager",12,196000,"China","Korean",0
"630",25,"Female",1,"Data Analyst",NA,110000,"Australia","Asian",0
"631",32,"Male",1,"Software Engineer",8,190000,"Canada","Black",0
"632",29,"Female",2,"Data Scientist",6,180000,"China","White",0
"633",30,"Male",1,"Data Analyst",5,160000,"China","Chinese",0
"634",33,"Female",2,"Product Manager",11,198000,"UK","Welsh",0
"635",24,"Male",1,"Data Analyst",1,90000,"Canada","Asian",0
"636",31,"Female",3,"Data Scientist",9,195000,"Australia","Asian",0
"637",28,"Male",1,"NaN",5,160000,"Canada","Black",0
"638",27,"Female",1,"Product Manager",4,150000,"USA","Asian",0
"639",26,"Male",1,"Data Analyst",3,130000,"Canada","Black",0
"640",29,"Female",2,"Data Scientist",6,180000,"Canada","Black",0
"641",32,"Male",1,"Software Engineer",8,190000,"UK","White",0
"642",33,"Female",2,"Product Manager",11,198000,"USA","African American",0
"643",25,"Male",1,"Data Analyst",2,110000,"UK","Welsh",0
"644",30,"Female",3,"Data Scientist",7,185000,"UK","White",0
"645",27,"Male",1,"Software Engineer",4,140000,"Canada","White",0
"646",34,"Female",2,"Product Manager",12,NA,"UK","Welsh",0
"647",31,"Male",1,"Data Analyst",9,195000,"China","Chinese",0
"648",28,"Female",1,"Software Engineer",5,160000,"Canada","Black",0
"649",26,"Male",1,"NaN",3,NA,"China","Korean",0
"650",29,"Female",2,"Data Scientist",6,180000,"Canada","Black",0
"651",32,"Male",1,"Software Engineer",8,190000,"Canada","White",0
"652",33,"Female",2,"Product Manager",11,198000,"UK","Asian",0
"653",24,"Male",1,"Data Analyst",1,90000,"China","Korean",0
"654",27,"Male",1,"NaN",NA,140000,"Canada","Black",0
"655",25,"Female",1,"Data Analyst",2,110000,"UK","White",0
"656",30,"Female",3,"Data Scientist",7,185000,"Australia","Asian",0
"657",31,"Male",1,"Data Analyst",9,195000,"USA","Hispanic",0
"658",28,"Female",1,"Software Engineer",5,NA,"Australia","Australian",0
"659",26,"Male",1,"Data Analyst",3,130000,"Australia","Asian",0
"660",29,"Female",2,"Data Scientist",NA,180000,"Canada","Asian",0
"661",32,"Male",1,"Software Engineer",8,190000,"UK","Asian",0
"662",33,"Female",2,"Product Manager",11,198000,"UK","Welsh",0
"663",24,"Male",1,"Data Analyst",1,90000,"Canada","Black",0
"664",27,"Male",1,"Software Engineer",4,140000,"Canada","Black",0
"665",25,"Female",1,"Data Analyst",2,110000,"Australia","White",0
"666",30,"Female",3,"Data Scientist",7,185000,"USA","White",0
"667",31,"Male",1,"Data Analyst",9,195000,"China","Korean",0
"668",28,"Female",1,"Software Engineer",5,160000,"Canada","White",0
"669",26,"Male",1,"Data Analyst",3,130000,"China","White",0
"670",29,"Female",2,"Data Scientist",6,180000,"Australia","Asian",0
"671",32,"Male",1,"Software Engineer",NA,NA,"USA","African American",0
"672",33,"Female",2,"Product Manager",11,198000,"USA","Hispanic",0
"673",24,"Male",1,"Data Analyst",1,90000,"Australia","White",0
"674",27,"Male",1,"Software Engineer",4,140000,"USA","Asian",0
"675",23,"Male",1,"Data Analyst",1,90000,"USA","White",0
"676",27,"Female",2,"Data Scientist",4,150000,"Canada","Asian",0
"677",32,"Male",1,"Software Engineer",8,NA,"China","White",0
"678",24,"Female",1,"Product Manager",3,125000,"Australia","Australian",0
"679",25,"Male",1,"Data Analyst",2,110000,"China","Chinese",0
"680",31,"Male",2,"Data Scientist",7,180000,"USA","Hispanic",0
"681",28,"Male",1,"Software Engineer",5,160000,"UK","Asian",0
"682",33,"Female",2,"Product Manager",NA,195000,"China","Korean",0
"683",26,"Male",1,"Data Analyst",3,130000,"UK","Welsh",0
"684",30,"Female",3,"Data Scientist",NA,170000,"Canada","White",0
"685",27,"Male",1,"Software Engineer",4,140000,"USA","Asian",0
"686",34,"Female",2,"Product Manager",11,196000,"Australia","Australian",0
